Topic,Count,Name,Representation,Representative_Docs
703,26,703_loves_snoopdogg_pointi_hate,"['loves', 'snoopdogg', 'pointi', 'hate', 'dislike', 'goodi', 'likes', 'zoomato', 'brother', 'fan']","['always pointi really love zomato', 'really loves zomato', 'even snoopdogg loves zomato']"
704,26,704_mather_nil_chod_computer,"['mather', 'nil', 'chod', 'computer', 'support', 'companies', 'required', 'based', 'customer', 'professional']","['customer support contact computer based answer given', 'customer support nil', 'mather chod application customer support']"
705,26,705_useful_usefull_inventing_lowkey,"['useful', 'usefull', 'inventing', 'lowkey', 'qwality', 'movement', 'appand', 'handy', 'needed', 'must']","['useful nice app', 'nice useful app', 'nice app useful']"
706,26,706_enjoy_sweet_yes_till,"['enjoy', 'sweet', 'yes', 'till', 'day', 'super', 'nice', 'good', '', '']","['enjoy', 'enjoy', 'enjoy']"
707,26,707_discount_nead_fevraite_ohwsam,"['discount', 'nead', 'fevraite', 'ohwsam', 'pretending', 'thnx', 'deliberately', 'confusing', 'restorent', 'bt']","['discount', 'discount', 'discount']"
708,26,708_lete_jayda_donation_ho,"['lete', 'jayda', 'donation', 'ho', 'ka', 'kr', 'ku', 'bhi', 'dikhate', 'bhut']","['inke delivery charges aur specially inki plateform fee itni jayda hai ki jisko socha bhi nhi jaa sakta jab se inki app hai esse socity ne itna jayda access ho gya hai fast food ka ki log ko health issues hone lag gy hai', 'expensive platform handling fee lete hodelivery charges lete ho restaurent se 2830 commision lete ho yaha tak jo offer dete ho wo restaurent ke taraf se hi lagta hai conclusion bahut mehnga padta hai pura pura thug rahe ho customer ko', 'koi bhi aap ka use na kre bhot paisa leta ise acha tum vaha jake leke aav 30 jesa mahenga raheta 1000 ke odr 300 jayda dena padta hai kya fayda costumer ka hai ya zomoto ka delivery charge exstra aage tume dimag laga na hai dosto']"
709,26,709_rate_ratess_theni_curve,"['rate', 'ratess', 'theni', 'curve', 'toomuch', 'hei', 'rates', 'apart', 'note', 'updated']","['rate', 'rate', 'rate']"
710,26,710_access_accessible_ease_copyright,"['access', 'accessible', 'ease', 'copyright', 'easy', 'availablity', 'accessibility', 'view', 'explore', 'instant']","['easy access', 'easy access', 'easy access']"
711,25,711_deals_experienc_great_works,"['deals', 'experienc', 'great', 'works', 'smooth', 'awesome', 'fantastic', 'everything', 'day', 'well']","['great deals', 'great deals', 'great deals']"
712,25,712_cost_hight_costes_highy,"['cost', 'hight', 'costes', 'highy', 'restrictions', 'exponentially', 'rumali', 'macha', 'rakhi', 'expenses']","['high cost', 'cost high', 'high cost']"
713,25,713_godbless_babbling_greatttttt_quires,"['godbless', 'babbling', 'greatttttt', 'quires', 'society', 'services', 'greatful', 'thak', 'among', 'great']","['greatttttt service', 'great service ur society godbless', 'great service also helps quires babbling around mind sometimes great keep']"
714,25,714_maan_suggestion_fastest_busy,"['maan', 'suggestion', 'fastest', 'busy', 'midnight', 'favorite', 'fast', 'craving', 'features', 'speed']","['love app suggestion try make delivery bit faster', 'helpful app craving midnight one suggestion provide delivery every area', 'app good takes long time get delivered maan']"
715,25,715_response_comments_superimmediate_memes,"['response', 'comments', 'superimmediate', 'memes', 'reaction', 'hood', 'sharp', 'fit', 'restro', 'unsatisfied']","['response', 'superimmediate response', 'verry bad reaction restro pic']"
716,25,716_kamchor_bookh_functions_target,"['kamchor', 'bookh', 'functions', 'target', 'cz', 'understands', 'founder', 'grateful', 'absolutely', 'great']","['great app understands target well', 'great app bookh', 'great app kamchor people']"
717,25,717_soo_sooper_good_,"['soo', 'sooper', 'good', '', '', '', '', '', '', '']","['soo good', 'soo good', 'soo good']"
718,25,718_always_existing_die_experience,"['always', 'existing', 'die', 'experience', 'otherwise', 'great', 'wonderful', 'timely', 'every', 'would']","['always great experience', 'always great experience', 'thanks existing otherwise would die']"
719,25,719_offer_mintue_dope_10,"['offer', 'mintue', 'dope', '10', 'wow', 'nice', 'thanks', 'excellent', 'amazing', 'great']","['nice offer', 'nice offer', 'nice offer']"
720,25,720_pathetic_aweinspiring_gaming_misunderstand,"['pathetic', 'aweinspiring', 'gaming', 'misunderstand', 'simplest', 'masterclass', 'apathy', 'risen', 'sanity', 'goal']","['customer support pathetic', 'pathetic experience human interface support raising concerns customers risen level arent concerned customer apathy', 'truly aweinspiring experience customer service goal test limits patience sanity almost impressive manage misunderstand simplest things maybe theyre pretending fun either way masterclass support customers deeply disappointed hey least theyre consistent consistently terrible']"
721,25,721_hel_happie_favouritealways_sevice,"['hel', 'happie', 'favouritealways', 'sevice', 'serviceall', 'treats', 'date', 'services', 'lots', 'till']","['good sevice n nice app', 'nice app favouritealways good service good people', 'nice app happie offers services hel till date']"
722,25,722_friend_mood_hege_craves,"['friend', 'mood', 'hege', 'craves', 'flirts', 'motivator', 'dissapoints', 'unconditionally', 'girlfriend', 'gf']","['best friend', 'best friend', 'best friend']"
723,25,723_poor_poorest_event_useless,"['poor', 'poorest', 'event', 'useless', 'tier', 'unnecessarily', 'support', 'solutions', 'chance', 'understand']","['poor customer support', 'poor customer support', 'poor customer support']"
724,25,724_much_better_swiggy_smoothly,"['much', 'better', 'swiggy', 'smoothly', 'clearly', 'update', 'working', 'timely', 'lot', 'offers']","['much better swiggy', 'much better swiggy', 'much better swiggy']"
725,25,725_brilliant_fantastic_terrific_apologise,"['brilliant', 'fantastic', 'terrific', 'apologise', 'idea', 'simply', 'service', 'great', '', '']","['brilliant service', 'brilliant service', 'brilliant service']"
726,25,726_suwaggi_deserts_odder_pizza,"['suwaggi', 'deserts', 'odder', 'pizza', 'design', 'fooding', 'ui', 'nice', 'delicious', 'food']","['nice food odder app', 'good app delicious pizza deserts', 'nice food app good suwaggi']"
727,25,727_performance_pffer_setup_teem,"['performance', 'pffer', 'setup', 'teem', 'upgrade', 'batter', 'standing', 'preparation', 'dilevery', 'must']","['nice performance', 'nice performance', 'nice performance']"
728,25,728_coupons_happpppyyyyyyy_fastermore_chad,"['coupons', 'happpppyyyyyyy', 'fastermore', 'chad', 'commonly', 'graet', 'ahh', 'hangs', 'scheduling', 'deliveryand']","['good discount coupons timely delivery', 'good customer service fast delivery super offers coupons love', 'excellent coupons delivery time']"
729,25,729_badhiya_badhiyaa_goodmitra_hau,"['badhiya', 'badhiyaa', 'goodmitra', 'hau', 'badhiyan', 'sub', 'yr', 'application', 'aap', '']","['badhiya', 'badhiya', 'badhiya']"
730,25,730_discounts_raining_enough_variety,"['discounts', 'raining', 'enough', 'variety', 'getting', 'us', 'need', 'im', 'available', 'high']","['good discounts', 'good discounts', 'good discounts']"
731,25,731_helpfull_helpfulll_needful_confusing,"['helpfull', 'helpfulll', 'needful', 'confusing', 'ppl', 'needed', 'helpful', 'till', '', '']","['helpfull', 'helpfull', 'helpfull']"
732,25,732_spiderman_best_quite_ok,"['spiderman', 'best', 'quite', 'ok', 'good', 'great', 'excellent', '', '', '']","['good best', 'best good', 'good spiderman good']"
733,25,733_deals_amazingg_preferences_broke,"['deals', 'amazingg', 'preferences', 'broke', 'include', 'momos', 'fair', 'offers', 'must', 'buy']","['best deals', 'best deals', 'best deals']"
734,25,734_done_well_nicely_guyzz,"['done', 'well', 'nicely', 'guyzz', 'nice', '', '', '', '', '']","['well done', 'well done', 'well done']"
735,25,735_verry_vere_vey_devilery,"['verry', 'vere', 'vey', 'devilery', 'ver', 'riders', 'nice', 'good', '', '']","['verry nice', 'verry nice', 'verry nice']"
736,25,736_mandi_lightening_raning_dure,"['mandi', 'lightening', 'raning', 'dure', 'wooo', 'instant', '280', 'processing', 'fastly', 'patner']","['order raning slowly', 'hurry come dure come fast order guys', 'got almost 280 instant order mandi mandi king']"
737,25,737_appthis_ideas_adorable_excellence,"['appthis', 'ideas', 'adorable', 'excellence', 'wishes', 'professional', 'actually', 'kind', 'ever', 'nice']","['nice app good excellence', 'nice app good ideas', 'adorable appthis good']"
738,25,738_work_stuff_great_super,"['work', 'stuff', 'great', 'super', '', '', '', '', '', '']","['great work', 'great work', 'great work']"
739,24,739_thik_theek_thak_thhek,"['thik', 'theek', 'thak', 'thhek', 'teek', 'yyh', 'nikle', 'hee', 'hai', 'shi']","['thik hai', 'thik hai', 'thik hai']"
740,24,740_pathetic_patheticrice_brokentest_arsenal,"['pathetic', 'patheticrice', 'brokentest', 'arsenal', 'sad', 'nowdays', 'frustration', 'dumb', 'unacceptable', 'expected']","['pathetic', 'pathetic', 'patheticrice brokentest disappointed expected arsenal']"
741,24,741_platform_engaging_fullfill_interesting,"['platform', 'engaging', 'fullfill', 'interesting', 'meet', 'expectations', 'needs', 'amazing', 'thats', 'perfect']","['excellent platform', 'excellent platform', 'excellent platform']"
742,24,742_first_usaer_firsttime_1st,"['first', 'usaer', 'firsttime', '1st', 'foot', 'results', 'interesting', 'using', 'yeah', 'lets']","['good first time', 'first time', 'good first time']"
743,24,743_largeit_averageprice_quadruple_pricetest,"['largeit', 'averageprice', 'quadruple', 'pricetest', 'priceso', 'pricedbut', 'negotiable', 'priced', 'minimized', 'price']","['everything pricedbut price', 'good averageprice triple quadruple normal pricetest according priceso please stop', 'price much largeit needs price little minimized']"
744,24,744_toooooooooooooo_goodloved_itthank_loved,"['toooooooooooooo', 'goodloved', 'itthank', 'loved', 'love', 'handle', 'quite', 'loving', 'fabulous', 'absolutely']","['good loved', 'toooooooooooooo good loved', 'goodloved itthank']"
745,24,745_besttt_bestie_bestesttt_bestttyyyyy,"['besttt', 'bestie', 'bestesttt', 'bestttyyyyy', 'bestttttr', 'bestl', 'bestabsolutely', 'thee', 'bro', '']","['besttt', 'besttt', 'besttt']"
746,24,746_slow_agin_lagging_problum,"['slow', 'agin', 'lagging', 'problum', 'load', 'lotttt', 'ark', 'laging', 'lagged', 'fluency']","['slow app', 'app slow', 'app laging problum many times lagging chose items app back agin agin agin fix problum']"
747,24,747_upar_uper_se_supar,"['upar', 'uper', 'se', 'supar', 'suuuuupppppeeerrrrr', 'supeeeeerrrrbly', 'sevisse', 'offar', 'uupperr', 'ooper']","['super se upar', 'super se upar', 'super se bhi upar']"
748,24,748_wow_af_chi_cute,"['wow', 'af', 'chi', 'cute', 'niceee', 'nice', 'super', 'good', '', '']","['wow nice', 'wow nice', 'nice wow']"
749,24,749_gud_att_experience_sometimes,"['gud', 'att', 'experience', 'sometimes', 'well', 'application', 'offers', 'bad', 'good', '']","['gud experience', 'gud experience', 'gud experience']"
750,24,750_friendly_userfriendly_greet_neat,"['friendly', 'userfriendly', 'greet', 'neat', 'app', 'super', 'easy', 'fast', 'good', '']","['friendly app', 'friendly app', 'friendly app']"
751,24,751_gooood_brother_super_ultimate,"['gooood', 'brother', 'super', 'ultimate', 'marketing', 'experienced', 'experience', 'loving', 'man', 'cool']","['marketing super cool', 'super experience brother loving', 'gooood experience']"
752,24,752_bez_supb_offers_running,"['bez', 'supb', 'offers', 'running', 'little', 'special', 'see', 'best', 'recommended', 'reasonable']","['best app best offers', 'best app best offers', 'good one star bez cant see best offers app']"
753,24,753_sounds_nkai_diddy_ok,"['sounds', 'nkai', 'diddy', 'ok', 'hear', 'okay', 'sorry', 'see', 'try', 'nice']","['nice ok nkai', 'sounds good', 'sounds good']"
754,24,754_staf_supportable_community_watch,"['staf', 'supportable', 'community', 'watch', 'assist', 'supporting', 'support', 'deserve', 'listen', 'team']","['nice support team watch good', 'amazing community support', 'nice supportable staf']"
755,24,755_vv_vvv_happeninv_vov,"['vv', 'vvv', 'happeninv', 'vov', 'vgoog', 'vgoof', 'vganduraidmk', 'lookism', 'vnicee', 'vyuk']","['vv good', 'vv good', 'vv good']"
756,24,756_luv_usesers_beveragesthanks_courts,"['luv', 'usesers', 'beveragesthanks', 'courts', 'shapes', 'cooks', 'laugh', 'youu', 'gorgeous', 'famous']","['love order pizza zomato good cravings app provides nearest famous food courts', 'greatest app order yummy fav food luv youu zomato', 'app good peoples get ready made food instantly tasty food restaurant restaurant good restaurants right like restaurant best sometimes like restaurant know restaurant good restaurant better know better cooks shapes restaurant tasty gorgeous tasty food preparing fast time healthy food suggestion every zomato usesers']"
757,24,757_happy_im_iam_sooooooo,"['happy', 'im', 'iam', 'sooooooo', 'soooo', 'costumer', 'us', 'good', '', '']","['im happy', 'im happy', 'im happy']"
758,24,758_exceptionally_extremely_talent_aficent,"['exceptionally', 'extremely', 'talent', 'aficent', 'promising', 'luv', 'incredibly', 'beyond', '500', 'compare']","['exceptionally good', 'exceptionally good', 'exceptionally good']"
759,24,759_fee_platform_fees_endprofit,"['fee', 'platform', 'fees', 'endprofit', 'slider', 'delayedso', '150inr', 'appyour', 'feeorder', 'stretched']","['worst platform delivery fee', 'put low platform fees earn charge platform fee rich people afford 50 platform fee go ahead hope best delivery appyour survival important', 'already paid platform fee see promotion ads paying plz confirm bill summary aware u r paying delivery person charges clearly mentioned already paid product service staff exceptional please reward endprofit firm pushing mine thats real gratitude works want tip polite delivery person give cash']"
760,24,760_safe_safest_reliable_sstd,"['safe', 'safest', 'reliable', 'sstd', 'gear', 'secured', 'pandemic', 'swings', 'helmet', 'calm']","['fast safe delivery', 'fast safe delivery', 'fast safe delivery']"
761,24,761_overall_rankings_proficiency_category,"['overall', 'rankings', 'proficiency', 'category', 'essential', 'ex', 'individual', 'english', 'notch', 'description']","['overall experience good', 'overall experience good', 'overall experience good']"
762,24,762_verygood_amazinggggg_amazinggg_2good,"['verygood', 'amazinggggg', 'amazinggg', '2good', 'allgood', 'verygoodhelpfull', 'itsgood', 'itgood', 'igood', 'amazinggood']","['verygood', 'verygood', 'verygood']"
763,24,763_wonderful_wonderfully_working_service,"['wonderful', 'wonderfully', 'working', 'service', '', '', '', '', '', '']","['wonderful service', 'wonderful service', 'wonderful service']"
764,24,764_definetly_loving_understandable_love,"['definetly', 'loving', 'understandable', 'love', 'products', 'loyal', 'awsome', 'delevery', 'absolutely', 'loved']","['good service loving', 'good service loving', 'good service definetly loving delevery partners understandable']"
